child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Auliella,"belongs to",Steleopteridae,"F. M.",Carpenter,,,,1992
Libellulium,"belongs to",Petaluridae,"F. M.",Carpenter,,,,1992
Gomphaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Baissaeshna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Cymatophlebiella,"belongs to",Petaluridae,"F. M.",Carpenter,,,,1992
Aeschnidiidae,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Pseudoeuphaea,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Euphaea,"belongs to",Euphaeinae,"F. M.",Carpenter,,,,1992
Euphaeopsis,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Isophlebiidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Corduliinae,"belongs to",Corduliidae,G.,Gentilini,,,,1992
Samarura,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Sinaeschnidia,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Dissurus,"belongs to",Gomphinae,"Y. C.",Hong,,,,1992
"Dissurus liauyuanensis","belongs to",Dissurus,"Y. C.",Hong,,,,1992
Aeschnidium,"belongs to",Aeschnidiidae,"F. M.",Carpenter,,,,1992
Urogomphus,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Petalura,"belongs to",Petaluridae,"F. M.",Carpenter,,,,1992
Aeschnidiella,"belongs to",Aeschnidiidae,"F. M.",Carpenter,,,,1992
Leptaeschnidium,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Estemoa,"objective synonym of",Aeschnidium,"F. M.",Carpenter,,,,1992
Aeschnidiopsis,"belongs to",Aeschnidiidae,"F. M.",Carpenter,,,,1992
Anisozygoptera,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Euthemistidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Euthemis,"belongs to",Euthemistidae,"F. M.",Carpenter,,,,1992
Sphenophlebia,"belongs to",Tarsophlebiidae,"F. M.",Carpenter,,,,1992
Ensphingophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Liassophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Petrophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Ferganophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Clydonophlebia,"belongs to",Heterophlebiidae,"F. M.",Carpenter,,,,1992
Acrophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Systellothemis,"belongs to",Heterophlebiidae,"F. M.",Carpenter,,,,1992
Erichschmidtia,"belongs to",Heterophlebiidae,"F. M.",Carpenter,,,,1992
Liadothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Plagiophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Aeshna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Diastatommites,"subjective synonym of",Archithemis,"F. M.",Carpenter,,,,1992
Archithemis,"belongs to",Architheminae,"F. M.",Carpenter,,,,1992
Enallagma,"belongs to",Coenagrionidae,"F. M.",Carpenter,,,,1992
Triassoneura,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Triassothemis,"belongs to",Triassolestidae,"F. M.",Carpenter,,,,1992
Sogdothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Shurabiola,"belongs to",Progonophlebiidae,"F. M.",Carpenter,,,,1992
Cyclothemis,"belongs to",Progonophlebiidae,"F. M.",Carpenter,,,,1992
Selenothemis,"belongs to",Architheminae,"F. M.",Carpenter,,,,1992
Heterothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Dialothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Oryctothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Progonophlebiidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Progonophlebia,"belongs to",Progonophlebiidae,"F. M.",Carpenter,,,,1992
Karatawiinae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Campterophlebia,"belongs to",Architheminae,"F. M.",Carpenter,,,,1992
Karatawia,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Pternopteron,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Oreophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Melanohypsa,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Hypsothemis,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Sogdophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Sagulia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Sarytashia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Gampsophlebia,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Hypsophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Adelophlebia,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Bathmophlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Xanthohypsa,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Isophlebia,"belongs to",Isophlebiidae,"F. M.",Carpenter,,,,1992
Hemerobioides,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Anisophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Isophlebiodes,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Nacholonda,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Kazachophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Turanothemistidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Turanothemis,"belongs to",Turanothemistidae,"F. M.",Carpenter,,,,1992
Caraphlebia,"belongs to",Liassophlebiidae,"F. M.",Carpenter,,,,1992
Triassolestidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Triassolestes,"belongs to",Triassolestidae,"F. M.",Carpenter,,,,1992
Triassolestodes,"belongs to",Triassolestidae,"F. M.",Carpenter,,,,1992
Mesophlebiidae,"invalid subgroup of",Odonata,"F. M.",Carpenter,,,,1992
Mesophlebia,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Triassophlebia,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Congqingiidae,"belongs to",Anisozygoptera,"J. F.",Zhang,,,,1992
Congqingia,"belongs to",Congqingiidae,"J. F.",Zhang,,,,1992
"Congqingia rhora","belongs to",Congqingia,"J. F.",Zhang,,,,1992
Oreopteridae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Oreopteron,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Turanopteron,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Oreopterella,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Sogdopteron,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Amblyopteron,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Pauropteron,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Sogjutella,"belongs to",Oreopteridae,"F. M.",Carpenter,,,,1992
Asiopteridae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Asiopteron,"belongs to",Asiopteridae,"F. M.",Carpenter,,,,1992
Phthitogomphus,"belongs to",Liassogomphidae,"F. M.",Carpenter,,,,1992
Paragomphus,"replaced by",Phthitogomphus,"F. M.",Carpenter,,,,1992
Gomphoides,"belongs to",Gomphidae,"F. M.",Carpenter,,,,1992
Gomphites,"replaced by",Liassogomphus,"F. M.",Carpenter,,,,1992
Elattogomphus,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Proinogomphus,"belongs to",Liassogomphidae,"F. M.",Carpenter,,,,1992
Palaeogomphus,"belongs to",Liassogomphidae,"F. M.",Carpenter,,,,1992
Strongylogomphus,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Necygomphus,"belongs to",Liassogomphidae,"F. M.",Carpenter,,,,1992
Necrogomphus,"replaced by",Necygomphus,"F. M.",Carpenter,,,,1992
Syrrhoe,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Hemeroscopus,"belongs to",Hemeroscopidae,"F. M.",Carpenter,,,,1992
Lestidae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Eocalopteryx,"belongs to",Calopterygidae,"F. M.",Carpenter,,,,1992
Calopterygidae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Triaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Epitheca,"belongs to",Corduliinae,G.,Gentilini,,,,1992
"Epitheca miocenica","belongs to",Epitheca,G.,Gentilini,,,,1992
"Epitheca annae","belongs to",Epitheca,G.,Gentilini,,,,1992
Eolestes,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Lestes,"belongs to",Lestidae,"F. M.",Carpenter,,,,1992
Petrolestes,"belongs to",Amphipterygidae,"F. M.",Carpenter,,,,1992
Megasemum,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Indophaea,"belongs to",Euphaeinae,"F. M.",Carpenter,,,,1992
Oligolestes,"belongs to",Lestidae,"F. M.",Carpenter,,,,1992
Melanagrion,"belongs to",Megapodagrionidae,"F. M.",Carpenter,,,,1992
Lithagrion,"belongs to",Megapodagrionidae,"F. M.",Carpenter,,,,1992
Miopodagrion,"belongs to",Megapodagrionidae,"F. M.",Carpenter,,,,1992
Eopodagrion,"belongs to",Lestidae,"F. M.",Carpenter,,,,1992
Oligoargiolestes,"belongs to",Megapodagrionidae,"F. M.",Carpenter,,,,1992
Pseudolestidae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Eothaumatoneura,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Dysagrion,"belongs to",Pseudolestidae,"F. M.",Carpenter,,,,1992
Phenacolestes,"belongs to",Pseudolestidae,"F. M.",Carpenter,,,,1992
Epiaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Epacantha,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Lithaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Hesperagrion,"belongs to",Coenagrionidae,"F. M.",Carpenter,,,,1992
Protamphipteryx,"belongs to",Amphipterygidae,"F. M.",Carpenter,,,,1992
Architheminae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Gomphitidae,"replaced by",Liassogomphidae,"F. M.",Carpenter,,,,1992
Stenogomphus,"belongs to",Corduliidae,"F. M.",Carpenter,,,,1992
Cordulia,"belongs to",Corduliidae,"F. M.",Carpenter,,,,1992
Croatocordulia,"belongs to",Corduliidae,"F. M.",Carpenter,,,,1992
Aeschnogomphus,"belongs to",Gomphidae,"F. M.",Carpenter,,,,1992
Aktassiidae,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Protothore,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Palaeaeschna,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Mesogomphus,"replaced by",Necrogomphus,"F. M.",Carpenter,,,,1992
Necrogomphus,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Protolindenia,"belongs to",Gomphidae,"F. M.",Carpenter,,,,1992
Aktassia,"belongs to",Aktassiidae,"F. M.",Carpenter,,,,1992
Oligoaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Oplonaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
"Aeshna (Basiaeschna)","belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Projagoria,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Necracantha,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Hypsomelana,"belongs to",Karatawiinae,"F. M.",Carpenter,,,,1992
Epallagites,"belongs to",Euphaeinae,"F. M.",Carpenter,,,,1992
"Epallagites avus","belongs to",Epallagites,"F. M.",Carpenter,,,,1992
Trameobasileus,"belongs to",Libellulidae,"F. M.",Carpenter,,,,1992
Megapodagrionidae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Zacallitidae,"subjective synonym of",Euphaeinae,"F. M.",Carpenter,,,,1992
Zacallites,"belongs to",Euphaeinae,"F. M.",Carpenter,,,,1992
Mesonetopsis,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
"Mesonetopsis zeni","belongs to",Mesonetopsis,"F. M.",Carpenter,,,,1992
Eosagrionidae,"invalid subgroup of",Zygoptera,"F. M.",Carpenter,,,,1992
Euphaeinae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Amphipterygidae,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Heliaeschna,"belongs to",Aeshnidae,"F. M.",Carpenter,,,,1992
Neoligaeschna,"objective synonym of",Oligaeschna,"F. M.",Carpenter,,,,1992
Orthaeschnites,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Lithogomphus,"belongs to",Gomphidae,A.,Nel,,,,1992
Lithogomphus,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Eodichroma,"belongs to",Calopterygidae,"F. M.",Carpenter,,,,1992
Heterophlebiidae,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Petrothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Parelthothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Anomothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Palaeophlebia,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Selenothemidae,"subjective synonym of",Architheminae,"F. M.",Carpenter,,,,1992
Rhabdothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Temnostigma,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Pycnothemis,"belongs to",Anisozygoptera,"F. M.",Carpenter,,,,1992
Eosagrion,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
"Lithogomphus muenzenbergianus","belongs to",Lithogomphus,A.,Nel,,,,1992
Miocordulia,"belongs to",Corduliidae,"F. M.",Carpenter,,,,1992
Lithemis,"belongs to",Libellulidae,"F. M.",Carpenter,,,,1992
Oligocaemia,"belongs to",Libellulidae,"F. M.",Carpenter,,,,1992
Magnasupplephlebia,"belongs to",Odonata,"F. M.",Carpenter,,,,1992
Sobobapteron,"subjective synonym of",Enallagma,"F. M.",Carpenter,,,,1992
"Libellula (Heterophlebia)","belongs to",Heterophlebiidae,"F. M.",Carpenter,,,,1992
Daemhippus,"belongs to",Zygoptera,"F. M.",Carpenter,,,,1992
Celithemis,"belongs to",Libellulidae,"F. M.",Carpenter,,,,1992
Protopaltothemis,"belongs to",Anisoptera,"F. M.",Carpenter,,,,1992
Argia,"belongs to",Coenagrionidae,"F. M.",Carpenter,,,,1992
Aeshnidae,"belongs to",Aeshnoidea,A.,Nel,X.,Martínez-Delclòs,,1993
Libelluloidea,"belongs to",Anisoptera,A.,Nel,X.,Martínez-Delclòs,,1993
Aeshnoidea,"belongs to",Anisoptera,A.,Nel,X.,Martínez-Delclòs,,1993
Gomphaeschninae,"belongs to",Aeshnidae,A.,Nel,X.,Martínez-Delclòs,,1993
Litheuphaea,"belongs to",Euphaeinae,A.,Nel,"J. C.",Paicheler,,1993
"Litheuphaea carpenteri","belongs to",Litheuphaea,A.,Nel,"J. C.",Paicheler,,1993
Epallagidae,"subjective synonym of",Euphaeinae,A.,Nel,"J. C.",Paicheler,,1993
Libellulidae,"belongs to",Libelluloidea,A.,Nel,"J. C.",Paicheler,,1993
Stenophlebiinae,"belongs to",Stenophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Isophlebioidea,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Myopophlebiidae,"belongs to",Heterophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Liassophlebiidae,"belongs to",Heterophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Heterophlebiidae,"belongs to",Heterophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Stenophlebioidea,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Prostenophlebia,"belongs to",Stenophlebiinae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Prostenophlebia jurassica","belongs to",Prostenophlebia,,Nel,,Martinez-Delclos,,1993
Sinostenophlebia,"belongs to",Stenophlebiinae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Stenophlebia,"belongs to",Stenophlebiinae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Stenophlebia eichstattense","belongs to",Stenophlebia,,Nel,,Martinez-Delclos,"Paicheler, Henrotay",1993
Libellula,"belongs to",Libellulinae,A.,Nel,"J. C.",Paicheler,,1993
Paraoligolestes,"belongs to",Sieblosiidae,A.,Nel,F.,Escuillé,,1993
"Paraoligolestes miocenicus","belongs to",Paraoligolestes,A.,Nel,F.,Escuillé,,1993
Sieblosiidae,"belongs to",Lestoidea,A.,Nel,F.,Escuillé,,1993
Steleopteron,"belongs to",Amphipteryginae,A.,Nel,"J. C.",Paicheler,,1993
"Steleopteron deichmuelleri","belongs to",Steleopteron,A.,Nel,"J. C.",Paicheler,,1993
Auliella,"misspelling of",Auliella,A.,Nel,"J. C.",Paicheler,,1993
Hoyaeshna,"belongs to",Gomphaeschninae,A.,Nel,X.,Martínez-Delclòs,,1993
"Hoyaeshna cretacica","belongs to",Hoyaeshna,A.,Nel,X.,Martínez-Delclòs,,1993
"Auliella crucigera","belongs to",Auliella,A.,Nel,"J. C.",Paicheler,,1993
"Auliella crucigera","misspelling of","Auliella crucigera",A.,Nel,"J. C.",Paicheler,,1993
Wightonia,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Wightonia araripina","belongs to",Wightonia,A.,Nel,X.,Martínez-Delclòs,,1993
Isophlebiidae,"belongs to",Isophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Tauropteryx,"belongs to",Aeschnidiidae,"L. N.",Pritykina,,,,1993
"Tauropteryx krassilovi","belongs to",Tauropteryx,"L. N.",Pritykina,,,,1993
Samarura,"belongs to",Zygoptera,A.,Nel,X.,Martínez-Delclòs,,1993
Samarura,"belongs to",Zygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Sinaeschnidia,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Sinaeschnidia heishankowensis","belongs to",Sinaeschnidia,A.,Nel,X.,Martínez-Delclòs,,1993
"Sinaeschnidia huzhouensis","belongs to",Sinaeschnidia,A.,Nel,X.,Martínez-Delclòs,,1993
Hebeiaeschnidia,"nomen dubium",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
Aeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Aeschnidium bubas","belongs to",Aeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
"Libellula antiqua","belongs to",Aeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
"Libellula densa","belongs to",Aeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Urogomphus,"nomen dubium",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Aeschna gigantea","nomen dubium",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
Lithoaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Lithoaeschnidium viohli","belongs to",Lithoaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Aegyptidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Aegyptidium aburasiensis","belongs to",Aegyptidium,A.,Nel,X.,Martínez-Delclòs,,1993
Aeschnidiella,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Aeschnidiella kabanovi","belongs to",Aeschnidiella,A.,Nel,X.,Martínez-Delclòs,,1993
"Aeschna flindersiensis","belongs to",Aeschnidiopsis,A.,Nel,X.,Martínez-Delclòs,,1993
Gigantoaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Gigantoaeschnidium ibericus","belongs to",Gigantoaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Iberoaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Iberoaeschnidium conquensis","belongs to",Iberoaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Leptaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Leptaeschnidium latum","belongs to",Leptaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Lleidoaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Lleidoaeschnidium valloryi","belongs to",Lleidoaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Malmaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Malmaeschnidium mayeri","belongs to",Malmaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Nannoaeschnidium,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
"Nannoaeschnidium pumilio","belongs to",Nannoaeschnidium,A.,Nel,X.,Martínez-Delclòs,,1993
Anax,"belongs to",Aeshnidae,G.,Gentilini,G.,Peters,,1993
Aeschnidiopsis,"belongs to",Aeschnidiidae,A.,Nel,X.,Martínez-Delclòs,,1993
Tarsophlebioidea,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Anisozygoptera,"belongs to",Odonata,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Euthemistidae,"belongs to",Tarsophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Euthemis,"belongs to",Euthemistidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Sphenophlebia,"belongs to",Euthemistidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Epiophlebioidea,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Epiophlebiidae,"belongs to",Epiophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Epiophlebia,"belongs to",Epiophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Mesoepiophlebia,"belongs to",Epiophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Mesoepiophlebia veronicae","belongs to",Mesoepiophlebia,A.,Nel,M.,Henrotay,,1993
Ensphingophlebia,"belongs to",Epiophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Heterophlebioidea,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Liassophlebia,"belongs to",Liassophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Petrophlebia,"belongs to",Campterophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Ferganophlebia,"belongs to",Liassophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Ferganophlebia insignis","belongs to",Ferganophlebia,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Paraliassophlebia,"belongs to",Liassophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Agrion buckmani","belongs to","Libellula (Heterophlebia)",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Heterophlebia tillyardi","subjective synonym of","Agrion buckmani",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Heterophlebia megapolitana","belongs to",Clydonophlebia,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Clydonophlebia,"subjective synonym of","Libellula (Heterophlebia)",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Acrophlebia,"belongs to",Heterophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Heterophlebia geinitzi","belongs to",Acrophlebia,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Systellothemis,"belongs to",Heterophlebioidea,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Erichschmidtia,"belongs to",Odonata,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Paraheterophlebia,"belongs to",Myopophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Paraheterophlebia marcusi","belongs to",Paraheterophlebia,A.,Nel,M.,Henrotay,,1993
Liadothemis,"belongs to",Anisozygoptera,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Liadothemis wunnenbergi","belongs to",Paraheterophlebia,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Plagiophlebia,"belongs to",Myopophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
Paraplagiophlebia,"belongs to",Myopophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Paraplagiophlebia loneuxi","belongs to",Paraplagiophlebia,A.,Nel,M.,Henrotay,,1993
Myopophlebia,"belongs to",Myopophlebiidae,A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Myopophlebia ligata","subjective synonym of","Myopophlebia libera",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Myopophlebia inexpleta","subjective synonym of","Myopophlebia libera",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
"Myopophlebia tecta","subjective synonym of","Myopophlebia libera",A.,Nel,X.,Martínez-Delclòs,"J. C. Paicheler, M. Henrotay",1993
